0	2.03E-01
0.01	2.27E-01
0.02	2.52E-01
0.03	2.77E-01
0.04	3.02E-01
0.05	3.26E-01
0.06	3.51E-01
0.07	3.76E-01
0.08	4.01E-01
0.09	4.25E-01
0.1	4.50E-01
0.11	4.50E-01
0.12	4.50E-01
0.13	4.50E-01
0.14	4.50E-01
0.15	4.50E-01
0.16	4.50E-01
0.17	4.50E-01
0.18	4.50E-01
0.19	4.50E-01
0.2	4.50E-01
0.21	4.50E-01
0.22	4.50E-01
0.23	4.50E-01
0.24	4.50E-01
0.25	4.50E-01
0.26	4.50E-01
0.27	4.50E-01
0.28	4.50E-01
0.29	4.50E-01
0.3	4.50E-01
0.31	4.50E-01
0.32	4.50E-01
0.33	4.50E-01
0.34	4.50E-01
0.35	4.50E-01
0.36	4.50E-01
0.37	4.50E-01
0.38	4.50E-01
0.39	4.50E-01
0.4	4.50E-01
0.41	4.40E-01
0.42	4.31E-01
0.43	4.22E-01
0.44	4.13E-01
0.45	4.05E-01
0.46	3.97E-01
0.47	3.89E-01
0.48	3.82E-01
0.49	3.75E-01
0.5	3.68E-01
0.51	3.62E-01
0.52	3.55E-01
0.53	3.49E-01
0.54	3.43E-01
0.55	3.38E-01
0.56	3.32E-01
0.57	3.27E-01
0.58	3.22E-01
0.59	3.17E-01
0.6	3.12E-01
0.61	3.08E-01
0.62	3.03E-01
0.63	2.99E-01
0.64	2.95E-01
0.65	2.91E-01
0.66	2.87E-01
0.67	2.83E-01
0.68	2.79E-01
0.69	2.75E-01
0.7	2.72E-01
0.71	2.68E-01
0.72	2.65E-01
0.73	2.62E-01
0.74	2.59E-01
0.75	2.56E-01
0.76	2.53E-01
0.77	2.50E-01
0.78	2.47E-01
0.79	2.44E-01
0.8	2.41E-01
0.81	2.38E-01
0.82	2.36E-01
0.83	2.33E-01
0.84	2.31E-01
0.85	2.28E-01
0.86	2.26E-01
0.87	2.24E-01
0.88	2.21E-01
0.89	2.19E-01
0.9	2.17E-01
0.91	2.15E-01
0.92	2.13E-01
0.93	2.11E-01
0.94	2.09E-01
0.95	2.07E-01
0.96	2.05E-01
0.97	2.03E-01
0.98	2.01E-01
0.99	1.99E-01
1	1.97E-01
